"Paper_No","Module_No","Exam_Year","Exam_Sitting","Title","Paper","Module_URL","Subject","Paper_Language","Paper_type","subject","paper_no","regex_start","regex_end"
"consumer studies paper 1",2835,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=cPenLyqQEGs%3d&tabid=726&portalid=0&mid=2835","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",8250,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=u3QwT66qe1E%3d&tabid=2182&portalid=0&mid=8250","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",1660,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=76cceCd0YrU%3d&tabid=584&portalid=0&mid=1660","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",4276,2015,"November","2015 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=i6HDfuaHw8w%3d&tabid=979&portalid=0&mid=4276","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",1531,2014,"November","2014 November NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=hIHAGxOa4zQ%3d&tabid=568&portalid=0&mid=1531","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",6377,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=hXHGmiUMwdw%3d&tabid=1608&portalid=0&mid=6377","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",8386,2018,"November","2018 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=nvkPM3jlDvU%3d&tabid=2268&portalid=0&mid=8386","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",4432,2016,"February","2016 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=t1Fs0LRu4Y0%3d&tabid=1000&portalid=0&mid=4432","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",4432,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=b_wkqBG2qNw%3d&tabid=1000&portalid=0&mid=4432","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",1879,2013,"November","2013 November NSC Examination Papers ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=CU2TUcqUXgY%3d&tabid=607&portalid=0&mid=1879","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",9902,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=TGJqsP0zdxg%3d&tabid=2837&portalid=0&mid=9902","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",7583,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=0YFv_o6tBmU%3d&tabid=1920&portalid=0&mid=7583","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",7583,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=NTSkc8Ijjfw%3d&tabid=1920&portalid=0&mid=7583","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",8386,2018,"November","2018 November NSC Examination Papers ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=EUSZLnSbMz0%3d&tabid=2268&portalid=0&mid=8386","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",1879,2013,"November","2013 November NSC Examination Papers ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=rZO2swd395E%3d&tabid=607&portalid=0&mid=1879","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",6167,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=7xsZy2s-6D0%3d&tabid=1508&portalid=0&mid=6167","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2290,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=gXx175v99Mg%3d&tabid=647&portalid=0&mid=2290","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",7338,2017,"November","2017 November NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=bLNSgVj13qw%3d&tabid=1856&portalid=0&mid=7338","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2290,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=ekxOq9DOYCE%3d&tabid=647&portalid=0&mid=2290","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2290,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=1OPMOM_GzjA%3d&tabid=647&portalid=0&mid=2290","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",7338,2017,"November","2017 November NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=sl4IMhUD6VA%3d&tabid=1856&portalid=0&mid=7338","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",1531,2014,"November","2014 November NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=W8RXCvTl2EU%3d&tabid=568&portalid=0&mid=1531","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2654,2008,"November","2008 November NSC Examination Papers  ","Consumer Studies Paper 1 English","https://www.education.gov.za/LinkClick.aspx?fileticket=TSqNeJB2hzw%3d&tabid=694&portalid=0&mid=2654","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2527,2009,"November","2009 November NSC Examination Papers ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=9jBefnF7kPs%3d&tabid=677&portalid=0&mid=2527","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",6167,2016,"November","2016 NSC Examinations (Oct/Nov)","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=D98nPX6BQ_I%3d&tabid=1508&portalid=0&mid=6167","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",2290,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=dEhrBNTOOus%3d&tabid=647&portalid=0&mid=2290","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",1531,2014,"November","2014 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=sE-cDLYqvwA%3d&tabid=568&portalid=0&mid=1531","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",7338,2017,"November","2017 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=T4GnlXELNNM%3d&tabid=1856&portalid=0&mid=7338","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",9619,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=boqaYsGzLiU%3d&tabid=2702&portalid=0&mid=9619","Consumer Studies","Afrikaans",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",8386,2018,"November","2018 November NSC Examination Papers ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=OWDUsgliqnI%3d&tabid=2268&portalid=0&mid=8386","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",9619,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=aYNDpIOJXpQ%3d&tabid=2702&portalid=0&mid=9619","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"consumer studies paper 1",1531,2014,"November","2014 November NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=8se8kEP4nbU%3d&tabid=568&portalid=0&mid=1531","Consumer Studies","English",NA,"CONSUMER STUDIES","Paper 1","1.1.1 ",1.2
"economics paper 1",5736,2016,"May","2016 ASC Exam Papers (May/June)","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=xmGZ_Bu5e3o%3d&tabid=1375&portalid=0&mid=5736","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",5736,2016,"May","2016 ASC Exam Papers (May/June)","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=jXc0jjkN-6E%3d&tabid=1375&portalid=0&mid=5736","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",9906,2021,"May","2021 NSC/SC May/June Examinations","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=0qCI0Hi70hE%3d&tabid=2837&portalid=0&mid=9906","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",5736,2016,"May","2016 ASC Exam Papers (May/June)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=k4-2DaY5lys%3d&tabid=1375&portalid=0&mid=5736","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1655,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=K7G04dKciY8%3d&tabid=584&portalid=0&mid=1655","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",5736,2016,"May","2016 ASC Exam Papers (May/June)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=xf2SH6kI0WQ%3d&tabid=1375&portalid=0&mid=5736","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2830,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=KyjAvV_BQlc%3d&tabid=726&portalid=0&mid=2830","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2830,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=aUQr4a9vzTg%3d&tabid=726&portalid=0&mid=2830","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1543,2014,"November","2014 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=2t55qj7lVmk%3d&tabid=568&portalid=0&mid=1543","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",4281,2015,"November","2015 November NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=I38gEotvgQ0%3d&tabid=979&portalid=0&mid=4281","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",6381,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=wJTF4osCIRc%3d&tabid=1608&portalid=0&mid=6381","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",7587,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3gcmXrbZQqE%3d&tabid=1920&portalid=0&mid=7587","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1655,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=DiFx29dpdq8%3d&tabid=584&portalid=0&mid=1655","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2285,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=wEbH5cTux8E%3d&tabid=647&portalid=0&mid=2285","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",4436,2016,"February","2016 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=UW0sSoNeY8s%3d&tabid=1000&portalid=0&mid=4436","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",9906,2021,"May","2021 NSC/SC May/June Examinations","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=cyBn34o-ROg%3d&tabid=2837&portalid=0&mid=9906","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2542,2009,"November","2009 November NSC Examination Papers ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=y4eLYLOu8wA%3d&tabid=677&portalid=0&mid=2542","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",9623,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=fA5BYU-eU_E%3d&tabid=2702&portalid=0&mid=9623","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",7342,2017,"November","2017 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=UudY60PVQ30%3d&tabid=1856&portalid=0&mid=7342","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8254,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=fGmi4sQXkqQ%3d&tabid=2182&portalid=0&mid=8254","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1785,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=xPjRSsF7IxQ%3d&tabid=599&portalid=0&mid=1785","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2285,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=8aS6CgYPpsI%3d&tabid=647&portalid=0&mid=2285","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",7342,2017,"November","2017 November NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=0yG4pokjBGs%3d&tabid=1856&portalid=0&mid=7342","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2830,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=yVTDLZiO47w%3d&tabid=726&portalid=0&mid=2830","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2830,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=w_bRTPO2RdU%3d&tabid=726&portalid=0&mid=2830","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",7587,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=g7qfQydbAfA%3d&tabid=1920&portalid=0&mid=7587","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",7587,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=zvHqRn4j-t0%3d&tabid=1920&portalid=0&mid=7587","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1922,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=xGMVK0lCm1A%3d&tabid=610&portalid=0&mid=1922","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",6381,2017,"February","2017 Feb/March NSC Exam Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=0OLPLEtmYxs%3d&tabid=1608&portalid=0&mid=6381","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2542,2009,"November","2009 November NSC Examination Papers ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=SnKyNbDe5BI%3d&tabid=677&portalid=0&mid=2542","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",4436,2016,"February","2016 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=TEHWFcbmYeE%3d&tabid=1000&portalid=0&mid=4436","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",7587,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=HNEUFWrrP4k%3d&tabid=1920&portalid=0&mid=7587","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1785,2014,NA,"2014 Grade 12 NSC Exemplars","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=rQIriI2grJs%3d&tabid=599&portalid=0&mid=1785","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2285,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=oNHktume30E%3d&tabid=647&portalid=0&mid=2285","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1922,2013,"February","2013 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=WHM8cYAB0U4%3d&tabid=610&portalid=0&mid=1922","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2916,2015,"February","2015 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=sV8XiEwGGVY%3d&tabid=730&portalid=0&mid=2916","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",6171,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=F7DRp96JNUY%3d&tabid=1508&portalid=0&mid=6171","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1655,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=T96lsWuYksE%3d&tabid=584&portalid=0&mid=1655","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",9623,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=uvVxM4oFNA4%3d&tabid=2702&portalid=0&mid=9623","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8390,2018,"November","2018 November NSC Examination Papers ","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=BdF-TMm5yaQ%3d&tabid=2268&portalid=0&mid=8390","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8390,2018,"November","2018 November NSC Examination Papers ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=aVMQCgBL4Ms%3d&tabid=2268&portalid=0&mid=8390","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8390,2018,"November","2018 November NSC Examination Papers ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=f9ZJMImjDIU%3d&tabid=2268&portalid=0&mid=8390","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1785,2014,NA,"2014 Grade 12 NSC Exemplars","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=eVa3GTmy6Ww%3d&tabid=599&portalid=0&mid=1785","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2285,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=OnjPh51t-HI%3d&tabid=647&portalid=0&mid=2285","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",4281,2015,"November","2015 November NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=bcYtp41oBkk%3d&tabid=979&portalid=0&mid=4281","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2916,2015,"February","2015 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=rvuQBTNhgao%3d&tabid=730&portalid=0&mid=2916","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",7342,2017,"November","2017 November NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=0T5tXYv9RYE%3d&tabid=1856&portalid=0&mid=7342","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1785,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=76GxDy8g04o%3d&tabid=599&portalid=0&mid=1785","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",8390,2018,"November","2018 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=usNJeMja6ss%3d&tabid=2268&portalid=0&mid=8390","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",6171,2016,"November","2016 NSC Examinations (Oct/Nov)","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=td2UyEWCJBw%3d&tabid=1508&portalid=0&mid=6171","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",6171,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Vl-n5nLIzWo%3d&tabid=1508&portalid=0&mid=6171","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",9623,2020,"November","2020 NSC and SC Exam Papers (November)","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=vneIpMC_Rcg%3d&tabid=2702&portalid=0&mid=9623","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",4281,2015,"November","2015 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=MRZ7fIRGU8c%3d&tabid=979&portalid=0&mid=4281","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",9002,2019,"November","2019 NSC Examination Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=b2PuEaC7nwI%3d&tabid=2556&portalid=0&mid=9002","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",9002,2019,"November","2019 NSC Examination Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=V0J0YGkjUpQ%3d&tabid=2556&portalid=0&mid=9002","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2660,2008,"November","2008 November NSC Examination Papers  ","Economics Paper 1 English","https://www.education.gov.za/LinkClick.aspx?fileticket=wJrsVGZHcRw%3d&tabid=694&portalid=0&mid=2660","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2916,2015,"February","2015 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=IhxT5KGgYhA%3d&tabid=730&portalid=0&mid=2916","Economics","English",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2660,2008,"November","2008 November NSC Examination Papers  ","Economics Paper 1 Afrikaans","https://www.education.gov.za/LinkClick.aspx?fileticket=7io2q9wLY1s%3d&tabid=694&portalid=0&mid=2660","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",2542,2009,"November","2009 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=G3pvBbhBtkE%3d&tabid=677&portalid=0&mid=2542","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1543,2014,"November","2014 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=73dNCRwjwrY%3d&tabid=568&portalid=0&mid=1543","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",6381,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=j1E0Flcmsi0%3d&tabid=1608&portalid=0&mid=6381","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
"economics paper 1",1922,2013,"February","2013 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=57JGNiQT2CU%3d&tabid=610&portalid=0&mid=1922","Economics","Afrikaans",NA,"Economics","Paper 1","1.1.1 ",1.2
