"Module_No","Exam_Year","Exam_Sitting","Title","Paper","Module_URL","Subject","Paper_Language","Paper_type","Paper_No","HL_FAL_SAL","Region","NA.","NA..1","filename","fileext","mc_start","mc_end","mc"
1883,2013,"November","2013 November NSC Examination Papers ","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=947KbvQX2Jk%3d&tabid=607&portalid=0&mid=1883","agricultural technology","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 November Agricultural Technology paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
1883,2013,"November","2013 November NSC Examination Papers ","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=2BaqfrbL8AY%3d&tabid=607&portalid=0&mid=1883","agricultural technology","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 November Agricultural Technology paper 1 english",".pdf","1.1.1 ",1.2,TRUE
1931,2013,"February","2013 Feb/March NSC Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=26N9ld7jaqY%3d&tabid=610&portalid=0&mid=1931","agricultural technology","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 February Agricultural Technology paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
1931,2013,"February","2013 Feb/March NSC Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=xvCo2NVcxzA%3d&tabid=610&portalid=0&mid=1931","agricultural technology","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 February Agricultural Technology paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
1931,2013,"February","2013 Feb/March NSC Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=DCefx6EQDfw%3d&tabid=610&portalid=0&mid=1931","agricultural technology","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 February Agricultural Technology paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
1931,2013,"February","2013 Feb/March NSC Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=s9CGBqvsku8%3d&tabid=610&portalid=0&mid=1931","agricultural technology","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 February Agricultural Technology paper 1 english",".pdf","1.1.1 ",1.2,TRUE
2352,2012,"February","2012 Feb/March NSC Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=7qaxjmGHdvc%3d&tabid=649&portalid=0&mid=2352","agricultural technology","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 February Agricultural Technology paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
2352,2012,"February","2012 Feb/March NSC Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=72Co2rCmNbg%3d&tabid=649&portalid=0&mid=2352","agricultural technology","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 February Agricultural Technology paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
2352,2012,"February","2012 Feb/March NSC Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=IWQTMzoG07I%3d&tabid=649&portalid=0&mid=2352","agricultural technology","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 February Agricultural Technology paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
2352,2012,"February","2012 Feb/March NSC Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=N2JAbH83NLY%3d&tabid=649&portalid=0&mid=2352","agricultural technology","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 February Agricultural Technology paper 1 english",".pdf","1.1.1 ",1.2,TRUE
1526,2014,"November","2014 November NSC Examination Papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=yyzouDhYsz8%3d&tabid=568&portalid=0&mid=1526","computer aplication technology","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 November Computer Aplication Technology paper 2 afrikaans",".pdf","1.1 ",2,TRUE
1526,2014,"November","2014 November NSC Examination Papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=c1WJuiUCiIw%3d&tabid=568&portalid=0&mid=1526","computer aplication technology","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 November Computer Aplication Technology paper 2 afrikaans memo",".pdf","1.1 ",2,TRUE
1526,2014,"November","2014 November NSC Examination Papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=5oCWl0CB-Jc%3d&tabid=568&portalid=0&mid=1526","computer aplication technology","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 November Computer Aplication Technology paper 2 english",".pdf","1.1 ",2,TRUE
1526,2014,"November","2014 November NSC Examination Papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=KfBhd9X6v90%3d&tabid=568&portalid=0&mid=1526","computer aplication technology","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 November Computer Aplication Technology paper 2 english memo",".pdf","1.1 ",2,TRUE
1661,2014,"February","2014 Feb/March NSC Examination Papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=iBSty6SM5K4%3d&tabid=584&portalid=0&mid=1661","computer aplication technology","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 February Computer Aplication Technology paper 2 afrikaans memo",".pdf","1.1 ",2,TRUE
1661,2014,"February","2014 Feb/March NSC Examination Papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=XTtMdGGYQqY%3d&tabid=584&portalid=0&mid=1661","computer aplication technology","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 February Computer Aplication Technology paper 2 afrikaans",".pdf","1.1 ",2,TRUE
1661,2014,"February","2014 Feb/March NSC Examination Papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=7RUdcvxm-g4%3d&tabid=584&portalid=0&mid=1661","computer aplication technology","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 February Computer Aplication Technology paper 2 english memo",".pdf","1.1 ",2,TRUE
1661,2014,"February","2014 Feb/March NSC Examination Papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=AMs_O_W0qmI%3d&tabid=584&portalid=0&mid=1661","computer aplication technology","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2014 February Computer Aplication Technology paper 2 english",".pdf","1.1 ",2,TRUE
1880,2013,"November","2013 November NSC Examination Papers ","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=c1WJuiUCiIw%3d&tabid=607&portalid=0&mid=1880","computer aplication technology","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2013 November Computer Aplication Technology paper 2 afrikaans memo",".pdf","1.1 ",2,TRUE
1880,2013,"November","2013 November NSC Examination Papers ","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Am_QYbYi95A%3d&tabid=607&portalid=0&mid=1880","computer aplication technology","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2013 November Computer Aplication Technology paper 2 afrikaans",".pdf","1.1 ",2,TRUE
1880,2013,"November","2013 November NSC Examination Papers ","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=x3_Km8jo0ys%3d&tabid=607&portalid=0&mid=1880","computer aplication technology","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2013 November Computer Aplication Technology paper 2 english memo",".pdf","1.1 ",2,TRUE
1880,2013,"November","2013 November NSC Examination Papers ","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=vHqY9_3v9Vw%3d&tabid=607&portalid=0&mid=1880","computer aplication technology","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2013 November Computer Aplication Technology paper 2 english",".pdf","1.1 ",2,TRUE
12303,2023,"May","2023 May/June NSC/SC Exam Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=gdEQcgozysc%3d&tabid=4504&portalid=0&mid=12303","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 May Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
12303,2023,"May","2023 May/June NSC/SC Exam Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=s4PeY_QXxDY%3d&tabid=4504&portalid=0&mid=12303","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 May Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
12303,2023,"May","2023 May/June NSC/SC Exam Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=sHcdSJb9rkc%3d&tabid=4504&portalid=0&mid=12303","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 May Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
12303,2023,"May","2023 May/June NSC/SC Exam Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=P5ykbqWn1jg%3d&tabid=4504&portalid=0&mid=12303","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 May Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
12667,2023,"November","2023 NSC November Exam papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=OkBBzQrwf7Y%3d&tabid=4682&portalid=0&mid=12667","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 November Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
12667,2023,"November","2023 NSC November Exam papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Y944r4I_Q_g%3d&tabid=4682&portalid=0&mid=12667","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 November Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
12667,2023,"November","2023 NSC November Exam papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=26yKszi9KGo%3d&tabid=4682&portalid=0&mid=12667","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 November Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
12667,2023,"November","2023 NSC November Exam papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=0NO4hm_H0aY%3d&tabid=4682&portalid=0&mid=12667","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2023 November Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
10972,2022,"November","2022 NSC November Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=plZLmbwzM14%3d&tabid=3294&portalid=0&mid=10972","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 November Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
10972,2022,"November","2022 NSC November Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=gCfKoZai8ZU%3d&tabid=3294&portalid=0&mid=10972","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 November Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
10972,2022,"November","2022 NSC November Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=hp1OEO-4reM%3d&tabid=3294&portalid=0&mid=10972","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 November Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
10972,2022,"November","2022 NSC November Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=jLt0zcOH1oY%3d&tabid=3294&portalid=0&mid=10972","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 November Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
10561,2022,"May","2022 May/June NSC/SC Exam Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=FNvV-9cT3Fo%3d&tabid=3138&portalid=0&mid=10561","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 May Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
10561,2022,"May","2022 May/June NSC/SC Exam Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Rpq7y4UzwOY%3d&tabid=3138&portalid=0&mid=10561","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 May Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
10561,2022,"May","2022 May/June NSC/SC Exam Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=1XFxRqqAV9Q%3d&tabid=3138&portalid=0&mid=10561","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 May Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
10561,2022,"May","2022 May/June NSC/SC Exam Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=AN5_m5H05os%3d&tabid=3138&portalid=0&mid=10561","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2022 May Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
10122,2021,"November","2021 NSC November Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=47HyyVNnMyA%3d&tabid=2922&portalid=0&mid=10122","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 November Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
10122,2021,"November","2021 NSC November Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=1TZ10njL_nk%3d&tabid=2922&portalid=0&mid=10122","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 November Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
10122,2021,"November","2021 NSC November Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=HuSFIr-JO4U%3d&tabid=2922&portalid=0&mid=10122","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 November Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
10122,2021,"November","2021 NSC November Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=kaxvzK5HlxQ%3d&tabid=2922&portalid=0&mid=10122","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 November Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
9902,2021,"May","2021 NSC/SC May/June Examinations","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=lqZ56VEMm0k%3d&tabid=2837&portalid=0&mid=9902","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 May Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
9902,2021,"May","2021 NSC/SC May/June Examinations","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LMfZ6ozDToY%3d&tabid=2837&portalid=0&mid=9902","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 May Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
9902,2021,"May","2021 NSC/SC May/June Examinations","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=2_Wl7lDZ0-Q%3d&tabid=2837&portalid=0&mid=9902","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 May Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
9902,2021,"May","2021 NSC/SC May/June Examinations","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=TGJqsP0zdxg%3d&tabid=2837&portalid=0&mid=9902","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2021 May Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
9619,2020,"November","2020 NSC and SC Exam Papers (November)","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=DkpmmCd-hA4%3d&tabid=2702&portalid=0&mid=9619","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2020 November Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
9619,2020,"November","2020 NSC and SC Exam Papers (November)","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=boqaYsGzLiU%3d&tabid=2702&portalid=0&mid=9619","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2020 November Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
9619,2020,"November","2020 NSC and SC Exam Papers (November)","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=GcqMEM99e1I%3d&tabid=2702&portalid=0&mid=9619","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2020 November Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
9619,2020,"November","2020 NSC and SC Exam Papers (November)","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=aYNDpIOJXpQ%3d&tabid=2702&portalid=0&mid=9619","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2020 November Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
8783,2019,"May","2019 May/June Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=FGdxicp3N0Y%3d&tabid=2468&portalid=0&mid=8783","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2019 May Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
8783,2019,"May","2019 May/June Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ptnzGlgMets%3d&tabid=2468&portalid=0&mid=8783","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2019 May Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
8783,2019,"May","2019 May/June Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=bt-C4HgNPRo%3d&tabid=2468&portalid=0&mid=8783","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2019 May Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
8783,2019,"May","2019 May/June Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=DNY87r5_3q0%3d&tabid=2468&portalid=0&mid=8783","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2019 May Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
8386,2018,"November","2018 November NSC Examination Papers ","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=EUSZLnSbMz0%3d&tabid=2268&portalid=0&mid=8386","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 November Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
8386,2018,"November","2018 November NSC Examination Papers ","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=nvkPM3jlDvU%3d&tabid=2268&portalid=0&mid=8386","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 November Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
8386,2018,"November","2018 November NSC Examination Papers ","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=OWDUsgliqnI%3d&tabid=2268&portalid=0&mid=8386","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 November Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
8386,2018,"November","2018 November NSC Examination Papers ","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=eD8N1CZKgus%3d&tabid=2268&portalid=0&mid=8386","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 November Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
7583,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=PjhuZIQROzU%3d&tabid=1920&portalid=0&mid=7583","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 February Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
7583,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=NTSkc8Ijjfw%3d&tabid=1920&portalid=0&mid=7583","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 February Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
7583,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=0YFv_o6tBmU%3d&tabid=1920&portalid=0&mid=7583","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 February Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
7583,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=zPiuJRxJKUw%3d&tabid=1920&portalid=0&mid=7583","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 February Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
8250,2018,"May","2018 May/June NSC Exam Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=xos_9AHv7l0%3d&tabid=2182&portalid=0&mid=8250","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 May Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
8250,2018,"May","2018 May/June NSC Exam Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=u3QwT66qe1E%3d&tabid=2182&portalid=0&mid=8250","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 May Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
8250,2018,"May","2018 May/June NSC Exam Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=O7UHp6MV-RI%3d&tabid=2182&portalid=0&mid=8250","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 May Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
8250,2018,"May","2018 May/June NSC Exam Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=zxZ6yy7Zsf0%3d&tabid=2182&portalid=0&mid=8250","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2018 May Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
7338,2017,"November","2017 November NSC Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=sl4IMhUD6VA%3d&tabid=1856&portalid=0&mid=7338","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 November Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
7338,2017,"November","2017 November NSC Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=DoBgpHhy08A%3d&tabid=1856&portalid=0&mid=7338","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 November Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
7338,2017,"November","2017 November NSC Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=bLNSgVj13qw%3d&tabid=1856&portalid=0&mid=7338","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 November Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
7338,2017,"November","2017 November NSC Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=T4GnlXELNNM%3d&tabid=1856&portalid=0&mid=7338","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 November Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
6377,2017,"February","2017 Feb/March NSC Exam Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=AsvWX2xOHgw%3d&tabid=1608&portalid=0&mid=6377","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 February Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
6377,2017,"February","2017 Feb/March NSC Exam Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=1DSyYIl8PQw%3d&tabid=1608&portalid=0&mid=6377","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 February Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
6377,2017,"February","2017 Feb/March NSC Exam Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=_HTua9PpZbk%3d&tabid=1608&portalid=0&mid=6377","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 February Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
6377,2017,"February","2017 Feb/March NSC Exam Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=hXHGmiUMwdw%3d&tabid=1608&portalid=0&mid=6377","consumer studies","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2017 February Consumer Studies paper 1 english",".pdf","1.1.1 ",1.2,TRUE
6167,2016,"November","2016 NSC Examinations (Oct/Nov)","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=9vs_F7c2vAo%3d&tabid=1508&portalid=0&mid=6167","consumer studies","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2016 November Consumer Studies paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
6167,2016,"November","2016 NSC Examinations (Oct/Nov)","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=kKm0d9BdBHI%3d&tabid=1508&portalid=0&mid=6167","consumer studies","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2016 November Consumer Studies paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
6167,2016,"November","2016 NSC Examinations (Oct/Nov)","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=D98nPX6BQ_I%3d&tabid=1508&portalid=0&mid=6167","consumer studies","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2016 November Consumer Studies paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
