"Module_No.x","Exam_Year.x","Exam_Sitting.x","Title.x","Module_name.x.x","QP_URL","Module_name.y.x","Doc_Type.x","language.x","paper.x","annex.x","region.x","HL_SAL_FAL.x","control.x","DFkey2.x","DFkey","Module_No.y","Memo_URL","Module_name.y.y","DFkey2","subject","paper_no","regex_start","regex_end"
4276,2015,"November","2015 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=715CFLPp71E%3d&tabid=979&portalid=0&mid=4276","consumer studies","application/pdf","english","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2015 November paper 1 english NA All",4276,"https://www.education.gov.za/LinkClick.aspx?fileticket=XEVvjvN-Vt0%3d&tabid=979&portalid=0&mid=4276","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
4432,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=WqKtF2Liq84%3d&tabid=1000&portalid=0&mid=4432","consumer studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2016 February paper 1 afrikaans NA All",4432,"https://www.education.gov.za/LinkClick.aspx?fileticket=3Cu6mulXgnc%3d&tabid=1000&portalid=0&mid=4432","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
4432,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=b_wkqBG2qNw%3d&tabid=1000&portalid=0&mid=4432","consumer studies","application/pdf","english","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2016 February paper 1 english NA All",4432,"https://www.education.gov.za/LinkClick.aspx?fileticket=t1Fs0LRu4Y0%3d&tabid=1000&portalid=0&mid=4432","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
6167,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=kKm0d9BdBHI%3d&tabid=1508&portalid=0&mid=6167","consumer studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2016 November paper 1 afrikaans NA All",6167,"https://www.education.gov.za/LinkClick.aspx?fileticket=9vs_F7c2vAo%3d&tabid=1508&portalid=0&mid=6167","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
6167,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=7xsZy2s-6D0%3d&tabid=1508&portalid=0&mid=6167","consumer studies","application/pdf","english","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2016 November paper 1 english NA All",6167,"https://www.education.gov.za/LinkClick.aspx?fileticket=D98nPX6BQ_I%3d&tabid=1508&portalid=0&mid=6167","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
6377,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=1DSyYIl8PQw%3d&tabid=1608&portalid=0&mid=6377","consumer studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2017 February paper 1 afrikaans NA All",6377,"https://www.education.gov.za/LinkClick.aspx?fileticket=AsvWX2xOHgw%3d&tabid=1608&portalid=0&mid=6377","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
6377,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=hXHGmiUMwdw%3d&tabid=1608&portalid=0&mid=6377","consumer studies","application/pdf","english","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2017 February paper 1 english NA All",6377,"https://www.education.gov.za/LinkClick.aspx?fileticket=_HTua9PpZbk%3d&tabid=1608&portalid=0&mid=6377","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
7338,2017,"November","2017 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=DoBgpHhy08A%3d&tabid=1856&portalid=0&mid=7338","consumer studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2017 November paper 1 afrikaans NA All",7338,"https://www.education.gov.za/LinkClick.aspx?fileticket=sl4IMhUD6VA%3d&tabid=1856&portalid=0&mid=7338","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
7338,2017,"November","2017 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=T4GnlXELNNM%3d&tabid=1856&portalid=0&mid=7338","consumer studies","application/pdf","english","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2017 November paper 1 english NA All",7338,"https://www.education.gov.za/LinkClick.aspx?fileticket=bLNSgVj13qw%3d&tabid=1856&portalid=0&mid=7338","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
7583,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=0YFv_o6tBmU%3d&tabid=1920&portalid=0&mid=7583","consumer studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2018 February paper 1 afrikaans NA All",7583,"https://www.education.gov.za/LinkClick.aspx?fileticket=zPiuJRxJKUw%3d&tabid=1920&portalid=0&mid=7583","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
7583,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=NTSkc8Ijjfw%3d&tabid=1920&portalid=0&mid=7583","consumer studies","application/pdf","english","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2018 February paper 1 english NA All",7583,"https://www.education.gov.za/LinkClick.aspx?fileticket=PjhuZIQROzU%3d&tabid=1920&portalid=0&mid=7583","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
8250,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=u3QwT66qe1E%3d&tabid=2182&portalid=0&mid=8250","consumer studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2018 May paper 1 afrikaans NA All",8250,"https://www.education.gov.za/LinkClick.aspx?fileticket=xos_9AHv7l0%3d&tabid=2182&portalid=0&mid=8250","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
8250,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=zxZ6yy7Zsf0%3d&tabid=2182&portalid=0&mid=8250","consumer studies","application/pdf","english","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2018 May paper 1 english NA All",8250,"https://www.education.gov.za/LinkClick.aspx?fileticket=O7UHp6MV-RI%3d&tabid=2182&portalid=0&mid=8250","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
8386,2018,"November","2018 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=nvkPM3jlDvU%3d&tabid=2268&portalid=0&mid=8386","consumer studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2018 November paper 1 afrikaans NA All",8386,"https://www.education.gov.za/LinkClick.aspx?fileticket=EUSZLnSbMz0%3d&tabid=2268&portalid=0&mid=8386","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
8386,2018,"November","2018 November NSC Examination Papers ","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=eD8N1CZKgus%3d&tabid=2268&portalid=0&mid=8386","consumer studies","application/pdf","english","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2018 November paper 1 english NA All",8386,"https://www.education.gov.za/LinkClick.aspx?fileticket=OWDUsgliqnI%3d&tabid=2268&portalid=0&mid=8386","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
9619,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=boqaYsGzLiU%3d&tabid=2702&portalid=0&mid=9619","consumer studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2020 November paper 1 afrikaans NA All",9619,"https://www.education.gov.za/LinkClick.aspx?fileticket=DkpmmCd-hA4%3d&tabid=2702&portalid=0&mid=9619","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
9619,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=aYNDpIOJXpQ%3d&tabid=2702&portalid=0&mid=9619","consumer studies","application/pdf","english","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2020 November paper 1 english NA All",9619,"https://www.education.gov.za/LinkClick.aspx?fileticket=GcqMEM99e1I%3d&tabid=2702&portalid=0&mid=9619","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
9902,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LMfZ6ozDToY%3d&tabid=2837&portalid=0&mid=9902","consumer studies","application/pdf","afrikaans","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2021 May paper 1 afrikaans NA All",9902,"https://www.education.gov.za/LinkClick.aspx?fileticket=lqZ56VEMm0k%3d&tabid=2837&portalid=0&mid=9902","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
9902,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=TGJqsP0zdxg%3d&tabid=2837&portalid=0&mid=9902","consumer studies","application/pdf","english","paper 1",NA,"All",NA," ","consumer studies paper 1","consumer studies 2021 May paper 1 english NA All",9902,"https://www.education.gov.za/LinkClick.aspx?fileticket=2_Wl7lDZ0-Q%3d&tabid=2837&portalid=0&mid=9902","consumer studies","consumer studies paper 1","consumer studies","Paper 1","1.1.1 ",1.2
2542,2009,"November","2009 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=G3pvBbhBtkE%3d&tabid=677&portalid=0&mid=2542","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2009 November paper 1 afrikaans NA All",2542,"https://www.education.gov.za/LinkClick.aspx?fileticket=y4eLYLOu8wA%3d&tabid=677&portalid=0&mid=2542","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
2542,2009,"November","2009 November NSC Examination Papers ","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Ct9NFJNPAR0%3d&tabid=677&portalid=0&mid=2542","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2009 November paper 1 english NA All",2542,"https://www.education.gov.za/LinkClick.aspx?fileticket=SnKyNbDe5BI%3d&tabid=677&portalid=0&mid=2542","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
2830,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=aUQr4a9vzTg%3d&tabid=726&portalid=0&mid=2830","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2011 February paper 1 afrikaans NA All",2830,"https://www.education.gov.za/LinkClick.aspx?fileticket=yVTDLZiO47w%3d&tabid=726&portalid=0&mid=2830","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
2830,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=w_bRTPO2RdU%3d&tabid=726&portalid=0&mid=2830","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2011 February paper 1 english NA All",2830,"https://www.education.gov.za/LinkClick.aspx?fileticket=KyjAvV_BQlc%3d&tabid=726&portalid=0&mid=2830","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
2285,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=wEbH5cTux8E%3d&tabid=647&portalid=0&mid=2285","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2011 November paper 1 afrikaans NA All",2285,"https://www.education.gov.za/LinkClick.aspx?fileticket=OnjPh51t-HI%3d&tabid=647&portalid=0&mid=2285","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
2285,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=oNHktume30E%3d&tabid=647&portalid=0&mid=2285","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2011 November paper 1 english NA All",2285,"https://www.education.gov.za/LinkClick.aspx?fileticket=8aS6CgYPpsI%3d&tabid=647&portalid=0&mid=2285","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
2343,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LOYRyUes3dY%3d&tabid=649&portalid=0&mid=2343","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2012 February paper 1 afrikaans NA All",2343,"https://www.education.gov.za/LinkClick.aspx?fileticket=cMuPslftQ9s%3d&tabid=649&portalid=0&mid=2343","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
2343,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=80STjx-YzM0%3d&tabid=649&portalid=0&mid=2343","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2012 February paper 1 english NA All",2343,"https://www.education.gov.za/LinkClick.aspx?fileticket=5qX5PnVE0Q0%3d&tabid=649&portalid=0&mid=2343","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
1922,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ajYuGnK_IiU%3d&tabid=610&portalid=0&mid=1922","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2013 February paper 1 afrikaans NA All",1922,"https://www.education.gov.za/LinkClick.aspx?fileticket=57JGNiQT2CU%3d&tabid=610&portalid=0&mid=1922","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
1922,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=xGMVK0lCm1A%3d&tabid=610&portalid=0&mid=1922","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2013 February paper 1 english NA All",1922,"https://www.education.gov.za/LinkClick.aspx?fileticket=WHM8cYAB0U4%3d&tabid=610&portalid=0&mid=1922","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
1874,2013,"November","2013 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=tXS2gOL-4W8%3d&tabid=607&portalid=0&mid=1874","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2013 November paper 1 afrikaans NA All",1874,"https://www.education.gov.za/LinkClick.aspx?fileticket=vdUatlIo6w0%3d&tabid=607&portalid=0&mid=1874","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
1655,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=K7G04dKciY8%3d&tabid=584&portalid=0&mid=1655","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2014 February paper 1 afrikaans NA All",1655,"https://www.education.gov.za/LinkClick.aspx?fileticket=udbjOwHsD-k%3d&tabid=584&portalid=0&mid=1655","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
1655,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=DiFx29dpdq8%3d&tabid=584&portalid=0&mid=1655","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2014 February paper 1 english NA All",1655,"https://www.education.gov.za/LinkClick.aspx?fileticket=T96lsWuYksE%3d&tabid=584&portalid=0&mid=1655","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
1785,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=76GxDy8g04o%3d&tabid=599&portalid=0&mid=1785","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2014 NA paper 1 afrikaans NA All",1785,"https://www.education.gov.za/LinkClick.aspx?fileticket=eVa3GTmy6Ww%3d&tabid=599&portalid=0&mid=1785","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
1785,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=xPjRSsF7IxQ%3d&tabid=599&portalid=0&mid=1785","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2014 NA paper 1 english NA All",1785,"https://www.education.gov.za/LinkClick.aspx?fileticket=rQIriI2grJs%3d&tabid=599&portalid=0&mid=1785","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
1785,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=E0ktMuxKkJA%3d&tabid=599&portalid=0&mid=1785","economics","application/pdf","afrikaans","paper 2",NA,"All",NA," ","economics paper 2","economics 2014 NA paper 2 afrikaans NA All",1785,"https://www.education.gov.za/LinkClick.aspx?fileticket=WjhTVmfX0rk%3d&tabid=599&portalid=0&mid=1785","economics","economics paper 2","economics","Paper 2","1.1.1 ",1.2
1785,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=sqTKQ0LZEhk%3d&tabid=599&portalid=0&mid=1785","economics","application/pdf","english","paper 2",NA,"All",NA," ","economics paper 2","economics 2014 NA paper 2 english NA All",1785,"https://www.education.gov.za/LinkClick.aspx?fileticket=amUq0IZlWKk%3d&tabid=599&portalid=0&mid=1785","economics","economics paper 2","economics","Paper 2","1.1.1 ",1.2
1543,2014,"November","2014 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=73dNCRwjwrY%3d&tabid=568&portalid=0&mid=1543","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2014 November paper 1 afrikaans NA All",1543,"https://www.education.gov.za/LinkClick.aspx?fileticket=s19tqYDfk10%3d&tabid=568&portalid=0&mid=1543","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
1543,2014,"November","2014 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=2t55qj7lVmk%3d&tabid=568&portalid=0&mid=1543","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2014 November paper 1 english NA All",1543,"https://www.education.gov.za/LinkClick.aspx?fileticket=8SOdp7_a_LI%3d&tabid=568&portalid=0&mid=1543","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
1543,2014,"November","2014 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=fsrIMsT5A6U%3d&tabid=568&portalid=0&mid=1543","economics","application/pdf","afrikaans","paper 2",NA,"All",NA," ","economics paper 2","economics 2014 November paper 2 afrikaans NA All",1543,"https://www.education.gov.za/LinkClick.aspx?fileticket=WjhTVmfX0rk%3d&tabid=568&portalid=0&mid=1543","economics","economics paper 2","economics","Paper 2","1.1.1 ",1.2
1543,2014,"November","2014 November NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=HPzJtoHfmwg%3d&tabid=568&portalid=0&mid=1543","economics","application/pdf","english","paper 2",NA,"All",NA," ","economics paper 2","economics 2014 November paper 2 english NA All",1543,"https://www.education.gov.za/LinkClick.aspx?fileticket=Lw6FY7aPb1U%3d&tabid=568&portalid=0&mid=1543","economics","economics paper 2","economics","Paper 2","1.1.1 ",1.2
2916,2015,"February","2015 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=t-XGaKrOo7M%3d&tabid=730&portalid=0&mid=2916","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2015 February paper 1 afrikaans NA All",2916,"https://www.education.gov.za/LinkClick.aspx?fileticket=rvuQBTNhgao%3d&tabid=730&portalid=0&mid=2916","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
2916,2015,"February","2015 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=sV8XiEwGGVY%3d&tabid=730&portalid=0&mid=2916","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2015 February paper 1 english NA All",2916,"https://www.education.gov.za/LinkClick.aspx?fileticket=IhxT5KGgYhA%3d&tabid=730&portalid=0&mid=2916","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
4281,2015,"November","2015 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=A89YN2CoRXg%3d&tabid=979&portalid=0&mid=4281","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2015 November paper 1 afrikaans NA All",4281,"https://www.education.gov.za/LinkClick.aspx?fileticket=bcYtp41oBkk%3d&tabid=979&portalid=0&mid=4281","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
4281,2015,"November","2015 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=MRZ7fIRGU8c%3d&tabid=979&portalid=0&mid=4281","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2015 November paper 1 english NA All",4281,"https://www.education.gov.za/LinkClick.aspx?fileticket=I38gEotvgQ0%3d&tabid=979&portalid=0&mid=4281","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
4281,2015,"November","2015 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3kr-MdjfQ2E%3d&tabid=979&portalid=0&mid=4281","economics","application/pdf","afrikaans","paper 2",NA,"All",NA," ","economics paper 2","economics 2015 November paper 2 afrikaans NA All",4281,"https://www.education.gov.za/LinkClick.aspx?fileticket=RBkCiymBvTs%3d&tabid=979&portalid=0&mid=4281","economics","economics paper 2","economics","Paper 2","1.1.1 ",1.2
4281,2015,"November","2015 November NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=31nP-4QtsbI%3d&tabid=979&portalid=0&mid=4281","economics","application/pdf","english","paper 2",NA,"All",NA," ","economics paper 2","economics 2015 November paper 2 english NA All",4281,"https://www.education.gov.za/LinkClick.aspx?fileticket=_53BIQhQPCY%3d&tabid=979&portalid=0&mid=4281","economics","economics paper 2","economics","Paper 2","1.1.1 ",1.2
4436,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=E92uKh1kWO0%3d&tabid=1000&portalid=0&mid=4436","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2016 February paper 1 afrikaans NA All",4436,"https://www.education.gov.za/LinkClick.aspx?fileticket=TEHWFcbmYeE%3d&tabid=1000&portalid=0&mid=4436","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
4436,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=c3w7beRrxt8%3d&tabid=1000&portalid=0&mid=4436","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2016 February paper 1 english NA All",4436,"https://www.education.gov.za/LinkClick.aspx?fileticket=UW0sSoNeY8s%3d&tabid=1000&portalid=0&mid=4436","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
4436,2016,"February","2016 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=yCm2A9uv2KQ%3d&tabid=1000&portalid=0&mid=4436","economics","application/pdf","afrikaans","paper 2",NA,"All",NA," ","economics paper 2","economics 2016 February paper 2 afrikaans NA All",4436,"https://www.education.gov.za/LinkClick.aspx?fileticket=XqwTI6swAcw%3d&tabid=1000&portalid=0&mid=4436","economics","economics paper 2","economics","Paper 2","1.1.1 ",1.2
4436,2016,"February","2016 Feb/March NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Vub_UrZiqKY%3d&tabid=1000&portalid=0&mid=4436","economics","application/pdf","english","paper 2",NA,"All",NA," ","economics paper 2","economics 2016 February paper 2 english NA All",4436,"https://www.education.gov.za/LinkClick.aspx?fileticket=P300FVcXRO0%3d&tabid=1000&portalid=0&mid=4436","economics","economics paper 2","economics","Paper 2","1.1.1 ",1.2
5736,2016,"May","2016 ASC Exam Papers (May/June)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=k4-2DaY5lys%3d&tabid=1375&portalid=0&mid=5736","economics","application/pdf","afrikaans","paper 1",NA,"All",NA," ","economics paper 1","economics 2016 May paper 1 afrikaans NA All",5736,"https://www.education.gov.za/LinkClick.aspx?fileticket=xmGZ_Bu5e3o%3d&tabid=1375&portalid=0&mid=5736","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
5736,2016,"May","2016 ASC Exam Papers (May/June)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=xf2SH6kI0WQ%3d&tabid=1375&portalid=0&mid=5736","economics","application/pdf","english","paper 1",NA,"All",NA," ","economics paper 1","economics 2016 May paper 1 english NA All",5736,"https://www.education.gov.za/LinkClick.aspx?fileticket=jXc0jjkN-6E%3d&tabid=1375&portalid=0&mid=5736","economics","economics paper 1","economics","Paper 1","1.1.1 ",1.2
5736,2016,"May","2016 ASC Exam Papers (May/June)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=qrOWwxg_L2E%3d&tabid=1375&portalid=0&mid=5736","economics","application/pdf","afrikaans","paper 2",NA,"All",NA," ","economics paper 2","economics 2016 May paper 2 afrikaans NA All",5736,"https://www.education.gov.za/LinkClick.aspx?fileticket=wTAivdIFpTk%3d&tabid=1375&portalid=0&mid=5736","economics","economics paper 2","economics","Paper 2","1.1.1 ",1.2
5736,2016,"May","2016 ASC Exam Papers (May/June)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=XuMcZhVD9Qk%3d&tabid=1375&portalid=0&mid=5736","economics","application/pdf","english","paper 2",NA,"All",NA," ","economics paper 2","economics 2016 May paper 2 english NA All",5736,"https://www.education.gov.za/LinkClick.aspx?fileticket=kPwILUc2Hks%3d&tabid=1375&portalid=0&mid=5736","economics","economics paper 2","economics","Paper 2","1.1.1 ",1.2
